state,year,percap_beer,percap_wine,percap_spirits,percap_all,decile
North Carolina,1990,1.16,0.27,0.65,2.08,9
North Carolina,1989,1.13,0.27,0.66,2.05,8
North Carolina,1988,1.11,0.28,0.68,2.08,8
North Carolina,1987,1.11,0.28,0.71,2.09,9
North Carolina,1986,1.11,0.30,0.74,2.15,8
North Carolina,1985,1.10,0.27,0.76,2.13,8
North Carolina,1984,1.11,0.24,0.78,2.13,8
North Carolina,1983,1.11,0.22,0.80,2.12,9
North Carolina,1982,1.07,0.21,0.85,2.13,9
North Carolina,1981,1.10,0.21,0.86,2.16,9
North Carolina,1980,1.10,0.20,0.85,2.16,9
North Carolina,1979,1.04,0.21,0.84,2.09,9
North Carolina,1978,1.02,0.19,0.83,2.04,9
North Carolina,1977,0.98,0.19,0.81,1.98,9
North Dakota,2023,1.33,0.28,1.78,3.40,1
North Dakota,2022,1.39,0.31,1.62,3.32,1
North Dakota,2021,1.49,0.32,1.48,3.29,2
North Dakota,2020,1.45,0.33,1.42,3.20,2
North Dakota,2019,1.48,0.33,1.37,3.18,1
North Dakota,2018,1.50,0.34,1.33,3.16,1
North Dakota,2017,1.51,0.34,1.30,3.14,1
North Dakota,2016,1.51,0.34,1.29,3.13,1
North Dakota,2015,1.58,0.35,1.32,3.26,1
North Dakota,2014,1.68,0.35,1.39,3.42,1
North Dakota,2013,1.69,0.32,1.38,3.39,1
North Dakota,2012,1.75,0.30,1.37,3.42,1
North Dakota,2011,1.66,0.26,1.26,3.18,1
North Dakota,2010,1.49,0.25,1.19,2.93,2
North Dakota,2009,1.59,0.24,1.13,2.96,2
North Dakota,2008,1.60,0.23,1.11,2.94,2
North Dakota,2007,1.53,0.23,1.06,2.82,2
North Dakota,2006,1.50,0.20,1.00,2.70,3
North Dakota,2005,1.48,0.18,0.94,2.60,3
North Dakota,2004,1.49,0.18,0.82,2.49,3
North Dakota,2003,1.53,0.17,0.86,2.56,2
North Dakota,2002,1.51,0.16,0.83,2.50,3
North Dakota,2001,1.46,0.15,0.81,2.42,3
North Dakota,2000,1.47,0.15,0.79,2.40,4
North Dakota,1999,1.48,0.15,0.78,2.41,3
North Dakota,1998,1.45,0.13,0.76,2.35,4
North Dakota,1997,1.40,0.13,0.77,2.30,4
North Dakota,1996,1.40,0.13,0.77,2.30,4
North Dakota,1995,1.36,0.16,0.77,2.28,4
North Dakota,1994,1.39,0.15,0.78,2.32,4
North Dakota,1993,1.37,0.15,0.84,2.36,4
North Dakota,1992,1.38,0.15,0.85,2.39,5
North Dakota,1991,1.43,0.16,0.86,2.44,4
North Dakota,1990,1.47,0.17,0.93,2.56,4
North Dakota,1989,1.41,0.17,0.86,2.44,6
North Dakota,1988,1.41,0.19,0.88,2.48,6
North Dakota,1987,1.37,0.21,0.89,2.47,6
North Dakota,1986,1.34,0.22,0.87,2.44,7
North Dakota,1985,1.34,0.19,0.96,2.50,7
North Dakota,1984,1.41,0.17,0.99,2.56,6
North Dakota,1983,1.49,0.17,1.05,2.71,6
North Dakota,1982,1.52,0.18,1.09,2.79,5
North Dakota,1981,1.53,0.18,1.14,2.85,5
North Dakota,1980,1.52,0.17,1.13,2.82,5
North Dakota,1979,1.46,0.16,1.10,2.72,5
North Dakota,1978,1.45,0.16,1.15,2.76,5
North Dakota,1977,1.35,0.15,1.12,2.62,6
Ohio,2023,1.03,0.30,0.70,2.03,9
Ohio,2022,1.08,0.31,0.71,2.10,9
Ohio,2021,1.11,0.31,0.73,2.15,9
Ohio,2020,1.10,0.31,0.70,2.11,9
Ohio,2019,1.10,0.31,0.64,2.05,8
Ohio,2018,1.10,0.31,0.62,2.03,9
Ohio,2017,1.13,0.31,0.60,2.03,9
Ohio,2016,1.16,0.31,0.58,2.04,9
Ohio,2015,1.17,0.30,0.56,2.03,9
Ohio,2014,1.19,0.29,0.54,2.03,9
Ohio,2013,1.22,0.30,0.53,2.04,8
Ohio,2012,1.23,0.29,0.51,2.03,9
Ohio,2011,1.24,0.28,0.49,2.02,9
Ohio,2010,1.29,0.25,0.48,2.02,8
Ohio,2009,1.30,0.27,0.47,2.03,8
Ohio,2008,1.33,0.26,0.46,2.05,9
Ohio,2007,1.34,0.25,0.45,2.04,9
Ohio,2006,1.33,0.24,0.44,2.01,8
Ohio,2005,1.34,0.23,0.43,2.00,8
Ohio,2004,1.34,0.22,0.42,1.97,9
Ohio,2003,1.34,0.22,0.40,1.95,9
Ohio,2002,1.35,0.21,0.39,1.95,8
Ohio,2001,1.34,0.21,0.39,1.93,9
Ohio,2000,1.32,0.21,0.38,1.91,9
Ohio,1999,1.32,0.20,0.37,1.90,9
Ohio,1998,1.30,0.19,0.44,1.94,8
Ohio,1997,1.28,0.19,0.43,1.90,8
Ohio,1996,1.36,0.18,0.43,1.97,8
Ohio,1995,1.29,0.17,0.43,1.89,8
Ohio,1994,1.31,0.16,0.37,1.85,9
Ohio,1993,1.29,0.16,0.50,1.95,8
Ohio,1992,1.32,0.17,0.50,1.98,8
Ohio,1991,1.33,0.18,0.51,2.03,8
Ohio,1990,1.34,0.22,0.53,2.09,8
Ohio,1989,1.36,0.22,0.51,2.09,8
Ohio,1988,1.35,0.24,0.55,2.13,8
Ohio,1987,1.35,0.24,0.59,2.18,8
Ohio,1986,1.32,0.25,0.60,2.18,8
Ohio,1985,1.37,0.25,0.59,2.21,8
Ohio,1984,1.41,0.25,0.61,2.27,8
Ohio,1983,1.36,0.22,0.65,2.23,8
Ohio,1982,1.40,0.22,0.66,2.28,8
Ohio,1981,1.35,0.22,0.68,2.25,8
Ohio,1980,1.39,0.21,0.72,2.33,8
Ohio,1979,1.35,0.19,0.70,2.25,8
Ohio,1978,1.19,0.20,0.70,2.08,9
Ohio,1977,1.16,0.18,0.70,2.03,8
Oklahoma,2023,0.89,0.17,0.73,1.80,10
Oklahoma,2022,0.94,0.18,0.74,1.87,10
Oklahoma,2021,0.99,0.19,0.73,1.90,10
Oklahoma,2020,0.99,0.19,0.68,1.86,10
Oklahoma,2019,0.99,0.19,0.66,1.85,10
Oklahoma,2018,1.00,0.20,0.66,1.86,10
Oklahoma,2017,1.03,0.20,0.65,1.88,10
Oklahoma,2016,1.05,0.20,0.64,1.89,10
Oklahoma,2015,1.07,0.19,0.63,1.89,10
Oklahoma,2014,1.09,0.19,0.63,1.91,10
Oklahoma,2013,1.11,0.19,0.62,1.93,9
Oklahoma,2012,1.14,0.19,0.61,1.94,10
Oklahoma,2011,1.14,0.19,0.59,1.92,9
Oklahoma,2010,1.16,0.18,0.58,1.92,9
Oklahoma,2009,1.17,0.18,0.58,1.93,9
Oklahoma,2008,1.22,0.18,0.58,1.97,9
Oklahoma,2007,1.17,0.17,0.57,1.91,9
Oklahoma,2006,1.13,0.17,0.56,1.87,10
Oklahoma,2005,1.09,0.16,0.55,1.80,10
Oklahoma,2004,1.11,0.13,0.46,1.70,10
Oklahoma,2003,1.06,0.13,0.74,1.93,9
Oklahoma,2002,1.12,0.13,0.58,1.82,10
Oklahoma,2001,1.11,0.12,0.43,1.65,10
Oklahoma,2000,1.12,0.12,0.44,1.69,10
Oklahoma,1999,1.11,0.12,0.44,1.68,10
Oklahoma,1998,1.12,0.12,0.43,1.68,10
Oklahoma,1997,1.10,0.12,0.43,1.65,10
Oklahoma,1996,1.09,0.12,0.45,1.66,10
Oklahoma,1995,1.10,0.12,0.44,1.66,10
Oklahoma,1994,1.15,0.13,0.50,1.78,9
Oklahoma,1993,1.11,0.11,0.48,1.70,10
Oklahoma,1992,1.13,0.13,0.55,1.81,9
Oklahoma,1991,1.09,0.13,0.54,1.76,10
Oklahoma,1990,1.12,0.14,0.55,1.81,10
Oklahoma,1989,1.08,0.14,0.54,1.75,10
Oklahoma,1988,1.07,0.14,0.52,1.73,10
Oklahoma,1987,1.06,0.15,0.58,1.79,10
Oklahoma,1986,1.06,0.15,0.62,1.84,10
Oklahoma,1985,1.05,0.15,0.68,1.88,10
Oklahoma,1984,1.00,0.16,0.74,1.91,10
Oklahoma,1983,1.04,0.16,0.77,1.97,9
Oklahoma,1982,1.15,0.16,0.82,2.14,9
Oklahoma,1981,1.14,0.16,0.83,2.13,9
Oklahoma,1980,1.07,0.16,0.71,1.94,9
Oklahoma,1979,1.03,0.13,0.78,1.94,9
Oklahoma,1978,1.05,0.14,0.80,2.00,9
Oklahoma,1977,1.04,0.13,0.77,1.95,9
Oregon,2023,1.32,0.56,1.00,2.88,3
Oregon,2022,1.21,0.57,1.02,2.80,4
Oregon,2021,1.10,0.67,1.04,2.81,4
Oregon,2020,1.13,0.54,1.04,2.71,3
Oregon,2019,1.16,0.57,0.98,2.71,3
Oregon,2018,1.21,0.58,0.95,2.74,3
Oregon,2017,1.24,0.59,0.93,2.76,3
Oregon,2016,1.24,0.60,0.91,2.75,3
Oregon,2015,1.23,0.58,0.90,2.71,3
Oregon,2014,1.23,0.57,0.90,2.70,3
Oregon,2013,1.20,0.57,0.89,2.66,4
Oregon,2012,1.21,0.57,0.89,2.66,3
Oregon,2011,1.18,0.56,0.85,2.59,3
Oregon,2010,1.19,0.49,0.83,2.51,4
Oregon,2009,1.28,0.49,0.82,2.59,3
Oregon,2008,1.22,0.49,0.83,2.54,4
Oregon,2007,1.35,0.50,0.81,2.65,3
Oregon,2006,1.32,0.49,0.78,2.59,3
Oregon,2005,1.16,0.50,0.75,2.40,5
Oregon,2004,1.23,0.49,0.72,2.44,4
Oregon,2003,1.20,0.47,0.69,2.36,5
Oregon,2002,1.22,0.46,0.66,2.34,4
Oregon,2001,1.22,0.43,0.65,2.30,4
Oregon,2000,1.20,0.44,0.64,2.28,5
Oregon,1999,1.21,0.43,0.63,2.27,4
Oregon,1998,1.20,0.43,0.61,2.25,4
Oregon,1997,1.19,0.44,0.60,2.24,5
Oregon,1996,1.23,0.44,0.61,2.27,5
Oregon,1995,1.21,0.42,0.59,2.23,5
Oregon,1994,1.23,0.37,0.62,2.21,6
Oregon,1993,1.24,0.43,0.64,2.31,5
Oregon,1992,1.29,0.46,0.67,2.41,4
Oregon,1991,1.28,0.44,0.67,2.38,5
Oregon,1990,1.32,0.47,0.73,2.51,5
Oregon,1989,1.28,0.47,0.70,2.46,5
Oregon,1988,1.29,0.52,0.72,2.52,5
Oregon,1987,1.28,0.53,0.73,2.54,5
Oregon,1986,1.28,0.55,0.74,2.57,6
Oregon,1985,1.25,0.55,0.77,2.58,6
Oregon,1984,1.28,0.53,0.82,2.63,6
Oregon,1983,1.32,0.53,0.85,2.70,6
Oregon,1982,1.32,0.52,0.88,2.72,6
Oregon,1981,1.37,0.50,0.92,2.79,6
Oregon,1980,1.36,0.50,0.94,2.81,5
Oregon,1979,1.36,0.47,0.94,2.77,5
Oregon,1978,1.32,0.46,0.96,2.74,5
Oregon,1977,1.30,0.45,0.94,2.70,5
Pennsylvania,2023,1.31,0.28,0.85,2.44,5
Pennsylvania,2022,1.34,0.30,0.83,2.47,5
Pennsylvania,2021,1.35,0.31,0.80,2.46,6
Pennsylvania,2020,1.31,0.31,0.66,2.29,7
Pennsylvania,2019,1.32,0.33,0.74,2.39,5
Pennsylvania,2018,1.31,0.33,0.72,2.36,6
Pennsylvania,2017,1.30,0.33,0.72,2.34,6
Pennsylvania,2016,1.31,0.33,0.72,2.36,5
Pennsylvania,2015,1.31,0.32,0.70,2.33,6
Pennsylvania,2014,1.33,0.32,0.70,2.34,6
Pennsylvania,2013,1.34,0.31,0.68,2.33,6
Pennsylvania,2012,1.36,0.31,0.67,2.34,6
Pennsylvania,2011,1.37,0.30,0.66,2.33,6
Pennsylvania,2010,1.37,0.29,0.64,2.30,6
Pennsylvania,2009,1.37,0.28,0.63,2.27,7
Pennsylvania,2008,1.36,0.26,0.61,2.23,7
Pennsylvania,2007,1.35,0.25,0.58,2.18,7
Pennsylvania,2006,1.32,0.23,0.55,2.10,8
Pennsylvania,2005,1.32,0.23,0.55,2.11,7
Pennsylvania,2004,1.30,0.23,0.53,2.06,8
Pennsylvania,2003,1.31,0.22,0.51,2.04,8
Pennsylvania,2002,1.35,0.21,0.49,2.06,7
Pennsylvania,2001,1.33,0.20,0.48,2.02,8
Pennsylvania,2000,1.29,0.20,0.47,1.96,8
Pennsylvania,1999,1.27,0.20,0.46,1.92,8
Pennsylvania,1998,1.21,0.18,0.45,1.85,9
Pennsylvania,1997,1.33,0.18,0.45,1.95,8
Pennsylvania,1996,1.26,0.18,0.45,1.88,8
Pennsylvania,1995,1.26,0.17,0.45,1.88,8
Pennsylvania,1994,1.28,0.18,0.47,1.93,8
Pennsylvania,1993,1.31,0.17,0.48,1.96,8
Pennsylvania,1992,1.30,0.18,0.51,1.99,8
Pennsylvania,1991,1.36,0.17,0.52,2.05,8
Pennsylvania,1990,1.42,0.18,0.55,2.15,8
Pennsylvania,1989,1.38,0.18,0.57,2.13,8
Pennsylvania,1988,1.41,0.19,0.54,2.14,8
Pennsylvania,1987,1.40,0.20,0.62,2.22,8
Pennsylvania,1986,1.40,0.21,0.64,2.25,8
Pennsylvania,1985,1.38,0.21,0.65,2.23,8
Pennsylvania,1984,1.38,0.21,0.67,2.26,8
Pennsylvania,1983,1.41,0.22,0.67,2.31,8
Pennsylvania,1982,1.44,0.23,0.70,2.37,8
Pennsylvania,1981,1.42,0.23,0.72,2.38,8
Pennsylvania,1980,1.45,0.22,0.71,2.39,7
Pennsylvania,1979,1.40,0.22,0.72,2.34,8
Pennsylvania,1978,1.35,0.21,0.73,2.30,8
Pennsylvania,1977,1.34,0.20,0.74,2.27,8
Rhode Island,2023,0.68,0.47,1.60,2.75,4
Rhode Island,2022,0.74,0.52,1.53,2.79,4
Rhode Island,2021,0.82,0.54,1.50,2.86,3
Rhode Island,2020,0.79,0.53,1.28,2.61,4
Rhode Island,2019,0.87,0.55,1.16,2.58,4
Rhode Island,2018,0.90,0.57,1.15,2.63,4
Rhode Island,2017,0.93,0.58,1.09,2.60,4
Rhode Island,2016,0.94,0.58,1.05,2.56,4
Rhode Island,2015,0.95,0.57,0.99,2.52,5
Rhode Island,2014,1.01,0.51,0.86,2.38,5
Rhode Island,2013,1.00,0.57,0.98,2.55,4
Rhode Island,2012,1.03,0.59,0.97,2.58,4
Rhode Island,2011,1.04,0.58,0.94,2.55,4
Rhode Island,2010,1.06,0.56,0.92,2.54,3
Rhode Island,2009,1.07,0.55,0.85,2.47,4
Rhode Island,2008,1.09,0.52,0.84,2.46,5
Rhode Island,2007,1.10,0.53,0.82,2.45,5
Rhode Island,2006,1.07,0.51,0.83,2.41,5
Rhode Island,2005,0.98,0.49,0.82,2.29,6
Rhode Island,2004,1.13,0.50,0.80,2.42,4
Rhode Island,2003,1.13,0.51,0.80,2.45,3
Rhode Island,2002,1.17,0.48,0.74,2.40,4
Rhode Island,2001,1.19,0.46,0.70,2.36,4
Rhode Island,2000,1.16,0.46,0.70,2.31,4
Rhode Island,1999,1.14,0.45,0.69,2.29,4
Rhode Island,1998,1.14,0.47,0.63,2.24,5
Rhode Island,1997,1.22,0.44,0.64,2.30,4
Rhode Island,1996,1.16,0.42,0.66,2.24,5
Rhode Island,1995,1.18,0.38,0.63,2.19,6
Rhode Island,1994,1.23,0.38,0.66,2.27,5
Rhode Island,1993,1.22,0.36,0.69,2.27,6
Rhode Island,1992,1.24,0.39,0.70,2.33,6
Rhode Island,1991,1.33,0.37,0.71,2.41,4
Rhode Island,1990,1.31,0.44,0.79,2.54,5
Rhode Island,1989,1.35,0.46,0.86,2.67,3
Rhode Island,1988,1.38,0.49,0.96,2.82,3
Rhode Island,1987,1.39,0.51,0.93,2.83,3
Rhode Island,1986,1.40,0.53,0.92,2.85,3
Rhode Island,1985,1.40,0.51,1.03,2.93,3
Rhode Island,1984,1.37,0.52,1.03,2.92,3
Rhode Island,1983,1.48,0.50,1.06,3.04,3
Rhode Island,1982,1.34,0.55,1.04,2.94,4
Rhode Island,1981,1.36,0.53,1.04,2.92,4
Rhode Island,1980,1.46,0.53,1.13,3.13,3
Rhode Island,1979,1.42,0.49,1.08,2.98,4
Rhode Island,1978,1.37,0.48,1.13,2.98,4
Rhode Island,1977,1.35,0.42,1.09,2.86,4
South Carolina,2023,0.94,0.23,0.86,2.03,9
South Carolina,2022,1.01,0.24,0.88,2.13,9
South Carolina,2021,1.06,0.25,0.88,2.19,9
South Carolina,2020,1.08,0.25,0.84,2.16,8
South Carolina,2019,1.08,0.25,0.81,2.14,8
South Carolina,2018,1.10,0.25,0.81,2.16,8
South Carolina,2017,1.14,0.25,0.80,2.19,7
South Carolina,2016,1.18,0.25,0.80,2.23,7
South Carolina,2015,1.21,0.25,0.80,2.26,7
South Carolina,2014,1.23,0.25,0.80,2.28,7
South Carolina,2013,1.26,0.25,0.80,2.31,6
South Carolina,2012,1.28,0.25,0.79,2.32,6
South Carolina,2011,1.29,0.25,0.78,2.31,6
South Carolina,2010,1.31,0.24,0.76,2.31,6
South Carolina,2009,1.35,0.24,0.76,2.34,6
South Carolina,2008,1.39,0.24,0.76,2.40,5
South Carolina,2007,1.42,0.24,0.76,2.42,5
South Carolina,2006,1.45,0.24,0.76,2.45,4
South Carolina,2005,1.43,0.24,0.75,2.42,4
South Carolina,2004,1.39,0.24,0.76,2.38,5
South Carolina,2003,1.38,0.23,0.74,2.35,5
South Carolina,2002,1.40,0.22,0.67,2.30,5
South Carolina,2001,1.40,0.22,0.65,2.27,5
South Carolina,2000,1.49,0.22,0.72,2.43,3
South Carolina,1999,1.48,0.22,0.72,2.41,3
South Carolina,1998,1.44,0.21,0.72,2.37,3
South Carolina,1997,1.48,0.20,0.71,2.40,3
South Carolina,1996,1.38,0.21,0.71,2.30,4
South Carolina,1995,1.33,0.19,0.68,2.20,6
South Carolina,1994,1.38,0.17,0.74,2.29,4
South Carolina,1993,1.36,0.20,0.75,2.30,5
South Carolina,1992,1.34,0.20,0.79,2.33,5
South Carolina,1991,1.34,0.22,0.84,2.41,5
South Carolina,1990,1.44,0.25,0.92,2.61,4
South Carolina,1989,1.39,0.24,0.86,2.49,5
South Carolina,1988,1.38,0.26,0.90,2.54,5
South Carolina,1987,1.35,0.27,0.89,2.52,6
South Carolina,1986,1.31,0.27,0.93,2.52,6
South Carolina,1985,1.28,0.25,1.00,2.53,6
South Carolina,1984,1.27,0.24,1.01,2.52,7
South Carolina,1983,1.27,0.20,1.02,2.49,7
South Carolina,1982,1.23,0.20,0.99,2.43,7
South Carolina,1981,1.24,0.19,1.04,2.48,7
South Carolina,1980,1.22,0.18,1.06,2.45,7
South Carolina,1979,1.18,0.16,1.12,2.45,7
South Carolina,1978,1.14,0.17,1.15,2.45,7
South Carolina,1977,1.12,0.16,1.09,2.37,7
South Dakota,2023,1.19,0.19,0.77,2.16,8
South Dakota,2022,1.26,0.21,0.80,2.26,7
South Dakota,2021,1.33,0.22,0.80,2.35,7
South Dakota,2020,1.34,0.22,0.78,2.35,6
South Dakota,2019,1.35,0.23,0.77,2.35,6
South Dakota,2018,1.38,0.23,0.78,2.39,5
South Dakota,2017,1.53,0.30,1.02,2.85,2
South Dakota,2016,1.46,0.31,1.10,2.88,2
South Dakota,2015,1.49,0.29,1.03,2.80,2
South Dakota,2014,1.50,0.25,0.99,2.75,3
South Dakota,2013,1.53,0.28,1.02,2.82,2
South Dakota,2012,1.54,0.26,0.96,2.76,2
South Dakota,2011,1.52,0.28,0.97,2.77,2
South Dakota,2010,1.53,0.24,0.92,2.69,3
South Dakota,2009,1.54,0.22,0.89,2.65,3
South Dakota,2008,1.57,0.22,0.87,2.66,3
South Dakota,2007,1.52,0.22,0.87,2.61,3
South Dakota,2006,1.51,0.19,0.79,2.50,4
South Dakota,2005,1.50,0.19,0.83,2.52,3
South Dakota,2004,1.51,0.18,0.76,2.45,4
South Dakota,2003,1.52,0.16,0.74,2.41,4
South Dakota,2002,1.51,0.15,0.67,2.34,4
South Dakota,2001,1.49,0.15,0.71,2.35,4
South Dakota,2000,1.46,0.15,0.69,2.30,5
South Dakota,1999,1.43,0.14,0.70,2.27,5
South Dakota,1998,1.41,0.13,0.68,2.23,5
South Dakota,1997,1.33,0.13,0.69,2.15,6
South Dakota,1996,1.33,0.13,0.68,2.15,6
South Dakota,1995,1.35,0.12,0.73,2.21,5
South Dakota,1994,1.38,0.12,0.73,2.24,5
South Dakota,1993,1.35,0.12,0.73,2.20,6
South Dakota,1992,1.37,0.15,0.74,2.26,6
South Dakota,1991,1.37,0.15,0.76,2.27,6
South Dakota,1990,1.36,0.18,0.80,2.34,6
South Dakota,1989,1.30,0.15,0.72,2.17,7
South Dakota,1988,1.25,0.16,0.79,2.21,8
South Dakota,1987,1.27,0.20,0.81,2.28,8
South Dakota,1986,1.26,0.20,0.83,2.29,8
South Dakota,1985,1.23,0.18,0.95,2.35,8
South Dakota,1984,1.28,0.17,0.90,2.35,7
South Dakota,1983,1.31,0.17,0.96,2.44,7
South Dakota,1982,1.29,0.18,0.97,2.44,7
South Dakota,1981,1.31,0.19,1.04,2.54,7
South Dakota,1980,1.30,0.18,1.07,2.56,7
South Dakota,1979,1.23,0.17,1.04,2.44,7
South Dakota,1978,1.20,0.17,1.05,2.42,7
South Dakota,1977,1.16,0.17,1.07,2.39,7
Tennessee,2023,0.96,0.33,1.07,2.36,6
Tennessee,2022,1.02,0.34,1.07,2.42,5
Tennessee,2021,1.02,0.35,1.06,2.43,6
Tennessee,2020,0.97,0.35,0.98,2.30,7
Tennessee,2019,0.98,0.33,0.88,2.19,8
Tennessee,2018,0.98,0.32,0.84,2.14,8
Tennessee,2017,0.99,0.32,0.81,2.11,8
Tennessee,2016,1.02,0.33,0.79,2.14,8
Tennessee,2015,1.03,0.27,0.76,2.06,9
Tennessee,2014,1.04,0.25,0.73,2.02,9
Tennessee,2013,1.05,0.25,0.70,2.00,9
Tennessee,2012,1.07,0.25,0.68,2.00,9
Tennessee,2011,1.13,0.24,0.66,2.04,8
Tennessee,2010,1.04,0.22,0.61,1.88,10
Tennessee,2009,1.05,0.21,0.57,1.83,10
Tennessee,2008,1.10,0.20,0.57,1.87,10
Tennessee,2007,1.13,0.20,0.56,1.90,10
Tennessee,2006,1.14,0.19,0.56,1.89,9
Tennessee,2005,1.19,0.19,0.55,1.92,9
Tennessee,2004,1.22,0.18,0.53,1.93,9
Tennessee,2003,1.27,0.18,0.52,1.96,8
Tennessee,2002,1.17,0.17,0.51,1.86,9
Tennessee,2001,1.15,0.16,0.50,1.81,9
Tennessee,2000,1.19,0.16,0.51,1.85,9
Tennessee,1999,1.19,0.15,0.49,1.83,9
Tennessee,1998,1.19,0.15,0.50,1.84,9
Tennessee,1997,1.15,0.15,0.50,1.80,9
Tennessee,1996,1.14,0.15,0.51,1.80,9
Tennessee,1995,1.17,0.15,0.51,1.83,9
Tennessee,1994,1.18,0.15,0.53,1.86,9
Tennessee,1993,1.20,0.14,0.54,1.87,9
Tennessee,1992,1.21,0.14,0.56,1.90,9
Tennessee,1991,1.19,0.13,0.54,1.87,9
Tennessee,1990,1.22,0.14,0.60,1.96,9
Tennessee,1989,1.20,0.14,0.60,1.93,9
Tennessee,1988,1.22,0.15,0.61,1.97,9
Tennessee,1987,1.19,0.15,0.63,1.97,9
Tennessee,1986,1.18,0.16,0.63,1.98,9
Tennessee,1985,1.12,0.16,0.68,1.97,9
Tennessee,1984,1.11,0.15,0.70,1.97,9
Tennessee,1983,1.11,0.14,0.70,1.95,10
Tennessee,1982,1.13,0.14,0.70,1.97,10
Tennessee,1981,1.14,0.13,0.71,1.98,10
Tennessee,1980,1.10,0.12,0.69,1.91,9
Tennessee,1979,1.10,0.11,0.70,1.91,10
Tennessee,1978,1.12,0.10,0.70,1.93,9
Tennessee,1977,1.07,0.10,0.69,1.86,10
Texas,2023,1.15,0.31,0.88,2.34,6
Texas,2022,1.15,0.33,0.89,2.36,6
Texas,2021,1.24,0.36,0.88,2.47,6
Texas,2020,1.25,0.35,0.82,2.42,6
Texas,2019,1.21,0.33,0.74,2.28,6
Texas,2018,1.22,0.34,0.71,2.26,6
Texas,2017,1.27,0.35,0.72,2.34,6
Texas,2016,1.30,0.34,0.69,2.34,6
Texas,2015,1.28,0.33,0.67,2.29,6
Texas,2014,1.25,0.33,0.65,2.23,7
Texas,2013,1.30,0.32,0.63,2.25,7
Texas,2012,1.33,0.32,0.63,2.28,7
Texas,2011,1.35,0.31,0.61,2.27,6
Texas,2010,1.35,0.29,0.59,2.23,7
Texas,2009,1.41,0.28,0.58,2.26,7
Texas,2008,1.43,0.27,0.58,2.28,7
Texas,2007,1.41,0.27,0.56,2.24,7
Texas,2006,1.43,0.26,0.55,2.24,6
Texas,2005,1.43,0.25,0.53,2.20,6
Texas,2004,1.45,0.24,0.52,2.21,6
Texas,2003,1.46,0.23,0.51,2.19,6
Texas,2002,1.49,0.22,0.50,2.21,6
Texas,2001,1.51,0.21,0.49,2.21,6
Texas,2000,1.53,0.22,0.50,2.25,5
Texas,1999,1.54,0.20,0.49,2.23,5
Texas,1998,1.52,0.20,0.50,2.21,5
Texas,1997,1.56,0.19,0.47,2.22,5
Texas,1996,1.57,0.20,0.49,2.26,5
Texas,1995,1.58,0.19,0.50,2.27,5
Texas,1994,1.60,0.20,0.51,2.31,4
Texas,1993,1.60,0.20,0.53,2.33,4
Texas,1992,1.65,0.24,0.55,2.45,4
Texas,1991,1.60,0.25,0.55,2.40,5
Texas,1990,1.64,0.26,0.58,2.47,6
Texas,1989,1.62,0.27,0.58,2.46,5
Texas,1988,1.61,0.28,0.59,2.47,6
Texas,1987,1.62,0.29,0.61,2.52,6
Texas,1986,1.67,0.31,0.65,2.63,5
Texas,1985,1.68,0.30,0.73,2.71,5
Texas,1984,1.73,0.28,0.79,2.80,4
Texas,1983,1.72,0.27,0.79,2.78,5
Texas,1982,1.83,0.18,0.84,2.84,4
Texas,1981,1.84,0.24,0.85,2.94,4
Texas,1980,1.75,0.22,0.80,2.77,6
Texas,1979,1.70,0.14,0.84,2.68,6
Texas,1978,1.64,0.14,0.82,2.60,6
Texas,1977,1.59,0.14,0.78,2.51,6
Utah,2023,0.46,0.16,0.59,1.21,10
Utah,2022,0.50,0.17,0.57,1.23,10
Utah,2021,0.53,0.18,0.60,1.31,10
Utah,2020,0.54,0.20,0.61,1.35,10
Utah,2019,0.56,0.19,0.57,1.33,10
Utah,2018,0.58,0.20,0.57,1.35,10
Utah,2017,0.61,0.20,0.56,1.36,10
Utah,2016,0.63,0.19,0.52,1.34,10
Utah,2015,0.65,0.20,0.54,1.40,10
Utah,2014,0.66,0.19,0.52,1.37,10
Utah,2013,0.67,0.19,0.51,1.37,10
Utah,2012,0.69,0.19,0.50,1.37,10
Utah,2011,0.68,0.18,0.49,1.36,10
Utah,2010,0.70,0.18,0.47,1.35,10
Utah,2009,0.72,0.17,0.47,1.36,10
Utah,2008,0.76,0.17,0.47,1.41,10
Utah,2007,0.77,0.16,0.44,1.38,10
Utah,2006,0.73,0.16,0.44,1.33,10
Utah,2005,0.70,0.16,0.41,1.27,10
Utah,2004,0.76,0.15,0.39,1.30,10
Utah,2003,0.76,0.14,0.39,1.30,10
Utah,2002,0.77,0.14,0.39,1.30,10
Utah,2001,0.77,0.14,0.39,1.30,10
Utah,2000,0.75,0.14,0.40,1.29,10
Utah,1999,0.74,0.13,0.38,1.25,10
Utah,1998,0.77,0.13,0.37,1.27,10
Utah,1997,0.75,0.13,0.39,1.27,10
Utah,1996,0.73,0.13,0.37,1.23,10
Utah,1995,0.71,0.11,0.37,1.19,10
Utah,1994,0.76,0.09,0.38,1.24,10
Utah,1993,0.78,0.11,0.39,1.28,10
Utah,1992,0.79,0.12,0.42,1.33,10
Utah,1991,0.80,0.12,0.43,1.34,10
Utah,1990,0.80,0.12,0.46,1.39,10
Utah,1989,0.81,0.13,0.47,1.41,10
Utah,1988,0.82,0.14,0.48,1.45,10
